102986,GHA
102987,GHA
102988,GHA
102989,GHA
102990,GHA
102991,GHA
102992,GHA
102993,GHA
102994,GHA
102995,ITA
102996,ITA
102997,ITA
102998,ITA
102999,ITA
103,GBR
103000,ITA
103001,ITA
103002,ITA
103003,ITA
103004,ITA
103005,ITA
103006,ITA
103007,NGR
103008,NGR
103009,NGR
103010,NGR
103011,NGR
103012,NGR
103013,NGR
103014,NGR
103015,MEX
103016,MEX
103017,MEX
103018,MEX
103019,MEX
103020,MEX
103021,MEX
103022,MEX
103023,MEX
103024,MEX
103025,MEX
103026,MEX
103027,MEX
103028,MEX
103029,JPN
103030,GRE
103031,GRE
103032,AUS
103033,USA
103034,USA
103035,GRE
103036,MLI
103037,MLI
103038,ARG
103039,ARG
103040,TUN
103041,KOR
103042,MEX
103043,AUS
103044,SCG
103045,SCG
103046,SCG
103047,MAR
103048,MAR
10305,MAS
103050,POR
103051,POR
103053,CRC
103054,IRQ
103055,PAR
103056,PAR
103057,JPN
103058,KOR
103059,KOR
10306,MDA
103060,KOR
103061,KOR
103062,KOR
103063,CHN
103064,CHN
103065,CHN
103066,CHN
103067,CHN
103068,CHN
103069,CHN
10307,MDA
103070,CHN
103071,CHN
103072,CHN
103073,ESP
103074,ESP
103075,ESP
103076,ESP
103077,ESP
103078,ESP
103079,ESP
10308,MEX
103080,ESP
103081,ESP
103082,CZE
103083,CZE
103084,CZE
103085,CZE
103086,CZE
103087,CZE
103088,CZE
103089,CZE
10309,MEX
103090,CZE
103091,USA
103092,USA
103093,USA
103095,USA
103096,USA
103097,USA
103098,USA
103099,NZL
10310,MEX
103100,NZL
103102,NZL
103103,NZL
103104,AUS
103106,AUS
103107,AUS
103108,AUS
103109,AUS
10311,MEX
103111,NGR
103112,NGR
103113,NGR
103114,NGR
103115,NGR
103116,NGR
103117,NGR
103118,NGR
103119,NGR
10312,MEX
103120,NGR
103121,JPN
103122,JPN
103123,JPN
103124,JPN
103125,JPN
103126,JPN
103127,JPN
103128,JPN
103129,BRA
10313,MEX
103130,BRA
103131,BRA
103132,GRE
103133,GRE
103134,GRE
103135,GRE
103136,GRE
103137,GRE
103138,GRE
103139,GRE
10314,MEX
103140,GRE
103141,GRE
103142,GRE
103143,GRE
103144,RUS
103145,RUS
103146,RUS
103147,RUS
103148,RUS
103149,RUS
10315,MEX
103150,RUS
103151,CRO
103152,CAY
103153,TPE
103154,UZB
103155,BAR
103156,LTU
103157,LAT
103158,PHI
103159,CHN
10316,MEX
103160,BRA
103161,BRA
103162,HUN
103163,ITA
103164,GBR
103165,GBR
103166,CHN
103167,AUS
103168,CAN
103169,RUS
10317,MEX
103170,TPE
103171,SMR
103172,QAT
103173,KGZ
103174,UZB
103175,MLT
103176,NZL
103177,THA
103178,CRO
103179,URU
10318,MEX
103180,CHN
103181,ARG
103182,MEX
103183,ALG
103184,SLO
103185,BRA
103186,HUN
103187,KOR
103188,RUS
103189,JPN
10319,MEX
103190,POL
103191,USA
103192,POL
103193,GER
103194,ESP
103195,NGR
103196,ZAM
103197,KEN
103198,NEP
103199,MDA
10320,MEX
103200,PHI
103201,LAT
103202,UZB
103203,KOR
103204,TPE
103205,NZL
103206,LTU
103207,CYP
103208,EST
103209,VIE
10321,MEX
103210,GRE
103212,ARG
103213,SCG
103214,ALG
103215,USA
103216,KAZ
103217,HUN
103218,CHN
103219,GBR
10322,MEX
103220,NED
103221,GER
103222,SLO
103223,USA
103224,CAN
103225,AUS
103226,NOR
