"","V3","V1","V2.y"
"32165","GEO",117198,"Georgia"
"32166","GEO",80494,"Georgia"
"32167","GEO",42492,"Georgia"
"32168","GEO",95050,"Georgia"
"32169","GEO",95051,"Georgia"
"32170","GEO",121727,"Georgia"
"32171","GEO",120315,"Georgia"
"32172","GEO",112728,"Georgia"
"32173","GEO",108122,"Georgia"
"32174","GEO",34013,"Georgia"
"32175","GEO",121790,"Georgia"
"32176","GEO",42493,"Georgia"
"32177","GEO",58324,"Georgia"
"32178","GEO",58323,"Georgia"
"32179","GEO",3583,"Georgia"
"32180","GEO",107666,"Georgia"
"32181","GEO",34498,"Georgia"
"32182","GEO",95048,"Georgia"
"32183","GEO",3586,"Georgia"
"32184","GEO",112512,"Georgia"
"32185","GEO",116817,"Georgia"
"32186","GEO",112727,"Georgia"
"32187","GEO",120934,"Georgia"
"32188","GEO",121788,"Georgia"
"32189","GEO",30227,"Georgia"
"32190","GEO",34810,"Georgia"
"32191","GEO",120317,"Georgia"
"32192","GEO",122324,"Georgia"
"32193","GEO",127020,"Georgia"
"32194","GEO",95054,"Georgia"
"32195","GEO",89901,"Georgia"
"32196","GEO",105827,"Georgia"
"32197","GEO",3587,"Georgia"
"32198","GEO",116390,"Georgia"
"32199","GEO",122016,"Georgia"
"32200","GEO",58322,"Georgia"
"32201","GEO",103372,"Georgia"
"32202","GEO",58326,"Georgia"
"32203","GEO",122322,"Georgia"
"32204","GEO",121795,"Georgia"
"32205","GEO",120051,"Georgia"
"32206","GEO",123337,"Georgia"
"32207","GEO",122174,"Georgia"
"32208","GEO",121796,"Georgia"
"32209","GEO",122008,"Georgia"
"32210","GEO",90580,"Georgia"
"32211","GEO",62208,"Georgia"
"32212","GEO",69921,"Georgia"
"32213","GEO",22235,"Georgia"
"32214","GEO",28525,"Georgia"
"32215","GEO",95056,"Georgia"
"32216","GEO",106693,"Georgia"
"32217","GEO",105092,"Georgia"
"32218","GEO",86948,"Georgia"
"32219","GEO",93467,"Georgia"
"32220","GEO",86947,"Georgia"
"32221","GEO",92313,"Georgia"
"32222","GEO",120316,"Georgia"
"32223","GEO",3584,"Georgia"
"32224","GEO",92314,"Georgia"
"32225","GEO",75580,"Georgia"
"32226","GEO",106729,"Georgia"
"32227","GEO",69920,"Georgia"
"32228","GEO",95055,"Georgia"
"32229","GEO",95047,"Georgia"
"32230","GEQ",104963,"Equatorial Guinea"
"32231","GEQ",69931,"Equatorial Guinea"
"32232","GEQ",123888,"Equatorial Guinea"
"32233","GEQ",82601,"Equatorial Guinea"
"32234","GEQ",69933,"Equatorial Guinea"
"32235","GEQ",69923,"Equatorial Guinea"
"32236","GEQ",69927,"Equatorial Guinea"
"32237","GEQ",69935,"Equatorial Guinea"
"32238","GEQ",105604,"Equatorial Guinea"
"32239","GEQ",69936,"Equatorial Guinea"
"32240","GEQ",86949,"Equatorial Guinea"
"32241","GEQ",114567,"Equatorial Guinea"
"32242","GEQ",69925,"Equatorial Guinea"
"32243","GEQ",93469,"Equatorial Guinea"
"32244","GEQ",69937,"Equatorial Guinea"
"32245","GEQ",69922,"Equatorial Guinea"
"32246","GEQ",69934,"Equatorial Guinea"
"32247","GEQ",69926,"Equatorial Guinea"
"32248","GEQ",93468,"Equatorial Guinea"
"32249","GEQ",69924,"Equatorial Guinea"
"32250","GEQ",69932,"Equatorial Guinea"
"32251","GEQ",69928,"Equatorial Guinea"
"32252","GEQ",122882,"Equatorial Guinea"
"32253","GEQ",69929,"Equatorial Guinea"
"32254","GEQ",112731,"Equatorial Guinea"
"32255","GEQ",69930,"Equatorial Guinea"
"32256","GER",104885,"Germany"
"32257","GER",47464,"Germany"
"32258","GER",70461,"Germany"
"32259","GER",70459,"Germany"
"32260","GER",3592,"Germany"
"32261","GER",70343,"Germany"
"32262","GER",11606,"Germany"
"32263","GER",69906,"Germany"
"32264","GER",62293,"Germany"
"32265","GER",106492,"Germany"
"32266","GER",47499,"Germany"
"32267","GER",70031,"Germany"
"32268","GER",37806,"Germany"
"32269","GER",125398,"Germany"
"32270","GER",69983,"Germany"
"32271","GER",105488,"Germany"
"32272","GER",124807,"Germany"
"32273","GER",47891,"Germany"
"32274","GER",104474,"Germany"
"32275","GER",47604,"Germany"
"32276","GER",69909,"Germany"
"32277","GER",507,"Germany"
"32278","GER",105897,"Germany"
"32279","GER",9915,"Germany"
"32280","GER",105781,"Germany"
"32281","GER",47495,"Germany"
"32282","GER",125399,"Germany"
"32283","GER",37741,"Germany"
"32284","GER",16100,"Germany"
"32285","GER",70340,"Germany"
"32286","GER",70023,"Germany"
"32287","GER",3640,"Germany"
"32288","GER",94289,"Germany"
"32289","GER",37877,"Germany"
"32290","GER",118235,"Germany"
"32291","GER",37803,"Germany"
"32292","GER",47458,"Germany"
"32293","GER",37751,"Germany"
"32294","GER",70221,"Germany"
"32295","GER",70280,"Germany"
"32296","GER",125465,"Germany"
"32297","GER",22305,"Germany"
"32298","GER",22308,"Germany"
"32299","GER",47529,"Germany"
"32300","GER",60960,"Germany"
"32301","GER",108593,"Germany"
"32302","GER",92579,"Germany"
"32303","GER",69826,"Germany"
"32304","GER",125813,"Germany"
"32305","GER",34249,"Germany"
"32306","GER",5696,"Germany"
"32307","GER",37798,"Germany"
"32308","GER",16164,"Germany"
"32309","GER",3580,"Germany"
"32310","GER",33315,"Germany"
"32311","GER",113581,"Germany"
"32312","GER",69891,"Germany"
"32313","GER",9958,"Germany"
"32314","GER",70404,"Germany"
"32315","GER",142,"Germany"
"32316","GER",118078,"Germany"
"32317","GER",92584,"Germany"
"32318","GER",94291,"Germany"
"32319","GER",70223,"Germany"
"32320","GER",69869,"Germany"
"32321","GER",93487,"Germany"
"32322","GER",47566,"Germany"
"32323","GER",80495,"Germany"
"32324","GER",47845,"Germany"
"32325","GER",123684,"Germany"
"32326","GER",47522,"Germany"
"32327","GER",125425,"Germany"
"32328","GER",82629,"Germany"
"32329","GER",104807,"Germany"
"32330","GER",3627,"Germany"
"32331","GER",92586,"Germany"
"32332","GER",125396,"Germany"
"32333","GER",106415,"Germany"
"32334","GER",14623,"Germany"
"32335","GER",3612,"Germany"
"32336","GER",31761,"Germany"
"32337","GER",12848,"Germany"
"32338","GER",70382,"Germany"
"32339","GER",69855,"Germany"
"32340","GER",47846,"Germany"
"32341","GER",125809,"Germany"
"32342","GER",34012,"Germany"
"32343","GER",118151,"Germany"
"32344","GER",125321,"Germany"
"32345","GER",117288,"Germany"
"32346","GER",90582,"Germany"
"32347","GER",3621,"Germany"
"32348","GER",82723,"Germany"
"32349","GER",107636,"Germany"
"32350","GER",104475,"Germany"
"32351","GER",70508,"Germany"
"32352","GER",47480,"Germany"
"32353","GER",125466,"Germany"
"32354","GER",90904,"Germany"
"32355","GER",16063,"Germany"
"32356","GER",62248,"Germany"
"32357","GER",47940,"Germany"
"32358","GER",125394,"Germany"
"32359","GER",125397,"Germany"
"32360","GER",125810,"Germany"
"32361","GER",14713,"Germany"
"32362","GER",3576,"Germany"
"32363","GER",125464,"Germany"
"32364","GER",47932,"Germany"
"32365","GER",91698,"Germany"
"32366","GER",33979,"Germany"
"32367","GER",47494,"Germany"
"32368","GER",125801,"Germany"
"32369","GER",125426,"Germany"
"32370","GER",47603,"Germany"
"32371","GER",3626,"Germany"
"32372","GER",92855,"Germany"
"32373","GER",47536,"Germany"
"32374","GER",70400,"Germany"
"32375","GER",105778,"Germany"
"32376","GER",19017,"Germany"
"32377","GER",108595,"Germany"
"32378","GER",42563,"Germany"
"32379","GER",70375,"Germany"
"32380","GER",70384,"Germany"
"32381","GER",42581,"Germany"
"32382","GER",117522,"Germany"
"32383","GER",3630,"Germany"
"32384","GER",125389,"Germany"
"32385","GER",103826,"Germany"
"32386","GER",18956,"Germany"
"32387","GER",69905,"Germany"
"32388","GER",125402,"Germany"
"32389","GER",16687,"Germany"
"32390","GER",47857,"Germany"
"32391","GER",125390,"Germany"
"32392","GER",92585,"Germany"
"32393","GER",37802,"Germany"
"32394","GER",125388,"Germany"
"32395","GER",161,"Germany"
"32396","GER",104171,"Germany"
"32397","GER",125400,"Germany"
"32398","GER",107568,"Germany"
"32399","GER",510,"Germany"
"32400","GER",125460,"Germany"
"32401","GER",9899,"Germany"
"32402","GER",113582,"Germany"
"32403","GER",33307,"Germany"
"32404","GER",106477,"Germany"
"32405","GER",93975,"Germany"
"32406","GER",115389,"Germany"
"32407","GER",69823,"Germany"
"32408","GER",106418,"Germany"
"32409","GER",125380,"Germany"
"32410","GER",82622,"Germany"
"32411","GER",70268,"Germany"
"32412","GER",89902,"Germany"
"32413","GER",37797,"Germany"
"32414","GER",125395,"Germany"
"32415","GER",70395,"Germany"
"32416","GER",117479,"Germany"
"32417","GER",117119,"Germany"
"32418","GER",106510,"Germany"
"32419","GER",37863,"Germany"
"32420","GER",109451,"Germany"
"32421","GER",70270,"Germany"
"32422","GER",9945,"Germany"
"32423","GER",14773,"Germany"
"32424","GER",113792,"Germany"
"32425","GER",70451,"Germany"
"32426","GER",3571,"Germany"
"32427","GER",70406,"Germany"
"32428","GER",12707,"Germany"
"32429","GER",108993,"Germany"
"32430","GER",69913,"Germany"
"32431","GER",69859,"Germany"
"32432","GER",70303,"Germany"
"32433","GER",22351,"Germany"
"32434","GER",47568,"Germany"
"32435","GER",105891,"Germany"
"32436","GER",69752,"Germany"
"32437","GER",125379,"Germany"
"32438","GER",28536,"Germany"
"32439","GER",125462,"Germany"
"32440","GER",33190,"Germany"
"32441","GER",47585,"Germany"
"32442","GER",33309,"Germany"
"32443","GER",125459,"Germany"
"32444","GER",82623,"Germany"
"32445","GER",12321,"Germany"
"32446","GER",82625,"Germany"
"32447","GER",82624,"Germany"
"32448","GER",125455,"Germany"
"32449","GER",5658,"Germany"
"32450","GER",18950,"Germany"
"32451","GER",9903,"Germany"
"32452","GER",51930,"Germany"
"32453","GER",14511,"Germany"
"32454","GER",125806,"Germany"
"32455","GER",90907,"Germany"
"32456","GER",106824,"Germany"
"32457","GER",515,"Germany"
"32458","GER",70505,"Germany"
"32459","GER",117990,"Germany"
"32460","GER",9910,"Germany"
"32461","GER",513,"Germany"
"32462","GER",25309,"Germany"
"32463","GER",69901,"Germany"
"32464","GER",116217,"Germany"
"32465","GER",107075,"Germany"
"32466","GER",70509,"Germany"
"32467","GER",19080,"Germany"
"32468","GER",90694,"Germany"
"32469","GER",37755,"Germany"
"32470","GER",125324,"Germany"
"32471","GER",70464,"Germany"
"32472","GER",5739,"Germany"
"32473","GER",105119,"Germany"
"32474","GER",37912,"Germany"
"32475","GER",105591,"Germany"
"32476","GER",47473,"Germany"
"32477","GER",102622,"Germany"
"32478","GER",47762,"Germany"
"32479","GER",58401,"Germany"
"32480","GER",47584,"Germany"
"32481","GER",107425,"Germany"
"32482","GER",124964,"Germany"
"32483","GER",125458,"Germany"
"32484","GER",70482,"Germany"
"32485","GER",14225,"Germany"
"32486","GER",47714,"Germany"
"32487","GER",124961,"Germany"
"32488","GER",107849,"Germany"
"32489","GER",113690,"Germany"
"32490","GER",125387,"Germany"
"32491","GER",82628,"Germany"
"32492","GER",70389,"Germany"
"32493","GER",54035,"Germany"
"32494","GER",42574,"Germany"
"32495","GER",19016,"Germany"
"32496","GER",106866,"Germany"
"32497","GER",127014,"Germany"
"32498","GER",9950,"Germany"
"32499","GER",37792,"Germany"
"32500","GER",69822,"Germany"
"32501","GER",70378,"Germany"
"32502","GER",92583,"Germany"
"32503","GER",47949,"Germany"
"32504","GER",69825,"Germany"
"32505","GER",111695,"Germany"
"32506","GER",47797,"Germany"
"32507","GER",70026,"Germany"
"32508","GER",22310,"Germany"
"32509","GER",69942,"Germany"
"32510","GER",123603,"Germany"
"32511","GER",82721,"Germany"
"32512","GER",70352,"Germany"
"32513","GER",137,"Germany"
"32514","GER",58415,"Germany"
"32515","GER",133,"Germany"
"32516","GER",127194,"Germany"
"32517","GER",69996,"Germany"
"32518","GER",47474,"Germany"
"32519","GER",37727,"Germany"
"32520","GER",13196,"Germany"
"32521","GER",125456,"Germany"
"32522","GER",124958,"Germany"
"32523","GER",69890,"Germany"
"32524","GER",105511,"Germany"
"32525","GER",109449,"Germany"
"32526","GER",125742,"Germany"
"32527","GER",103462,"Germany"
"32528","GER",9898,"Germany"
"32529","GER",125386,"Germany"
"32530","GER",22343,"Germany"
"32531","GER",69847,"Germany"
"32532","GER",104531,"Germany"
"32533","GER",70278,"Germany"
"32534","GER",70388,"Germany"
"32535","GER",125428,"Germany"
"32536","GER",125802,"Germany"
"32537","GER",70279,"Germany"
"32538","GER",37708,"Germany"
"32539","GER",125807,"Germany"
"32540","GER",92845,"Germany"
"32541","GER",69977,"Germany"
"32542","GER",37709,"Germany"
"32543","GER",12170,"Germany"
"32544","GER",18923,"Germany"
"32545","GER",92847,"Germany"
"32546","GER",47849,"Germany"
"32547","GER",30967,"Germany"
"32548","GER",125320,"Germany"
"32549","GER",53963,"Germany"
"32550","GER",42541,"Germany"
"32551","GER",103409,"Germany"
"32552","GER",125816,"Germany"
"32553","GER",108883,"Germany"
"32554","GER",70474,"Germany"
"32555","GER",105118,"Germany"
"32556","GER",69994,"Germany"
"32557","GER",114699,"Germany"
"32558","GER",22277,"Germany"
"32559","GER",54020,"Germany"
"32560","GER",42553,"Germany"
"32561","GER",93472,"Germany"
"32562","GER",82620,"Germany"
"32563","GER",70183,"Germany"
"32564","GER",109446,"Germany"
"32565","GER",82621,"Germany"
"32566","GER",47476,"Germany"
"32567","GER",123206,"Germany"
"32568","GER",19000,"Germany"
"32569","GER",125424,"Germany"
"32570","GER",70145,"Germany"
"32571","GER",124962,"Germany"
"32572","GER",70323,"Germany"
"32573","GER",70325,"Germany"
"32574","GER",47874,"Germany"
"32575","GER",105804,"Germany"
"32576","GER",112450,"Germany"
"32577","GER",104575,"Germany"
"32578","GER",18957,"Germany"
"32579","GER",105139,"Germany"
"32580","GER",108554,"Germany"
"32581","GER",70017,"Germany"
"32582","GER",89906,"Germany"
"32583","GER",47890,"Germany"
"32584","GER",37910,"Germany"
"32585","GER",28563,"Germany"
"32586","GER",70330,"Germany"
"32587","GER",70337,"Germany"
"32588","GER",18969,"Germany"
"32589","GER",16582,"Germany"
"32590","GER",90694,"Germany"
"32591","GER",37758,"Germany"
"32592","GER",82608,"Germany"
"32593","GER",70297,"Germany"
"32594","GER",60898,"Germany"
"32595","GER",69871,"Germany"
"32596","GER",90702,"Germany"
"32597","GER",34340,"Germany"
"32598","GER",93976,"Germany"
"32599","GER",69999,"Germany"
"32600","GER",47759,"Germany"
"32601","GER",124954,"Germany"
"32602","GER",38056,"Germany"
"32603","GER",12206,"Germany"
"32604","GER",22283,"Germany"
"32605","GER",125457,"Germany"
"32606","GER",25379,"Germany"
"32607","GER",47513,"Germany"
"32608","GER",47870,"Germany"
"32609","GER",113579,"Germany"
"32610","GER",9938,"Germany"
"32611","GER",123992,"Germany"
"32612","GER",37782,"Germany"
"32613","GER",82626,"Germany"
"32614","GER",6186,"Germany"
"32615","GER",103817,"Germany"
"32616","GER",9949,"Germany"
"32617","GER",112364,"Germany"
"32618","GER",125393,"Germany"
"32619","GER",106989,"Germany"
"32620","GER",160,"Germany"
"32621","GER",51932,"Germany"
"32622","GER",47945,"Germany"
"32623","GER",93488,"Germany"
"32624","GER",37676,"Germany"
"32625","GER",105067,"Germany"
"32626","GER",118152,"Germany"
"32627","GER",70401,"Germany"
"32628","GER",125902,"Germany"
"32629","GER",104170,"Germany"
"32630","GER",18897,"Germany"
"32631","GER",15195,"Germany"
"32632","GER",106533,"Germany"
"32633","GER",123602,"Germany"
"32634","GER",117250,"Germany"
"32635","GER",42474,"Germany"
"32636","GER",93972,"Germany"
"32637","GER",125817,"Germany"
"32638","GER",125330,"Germany"
"32639","GER",136,"Germany"
"32640","GER",18939,"Germany"
"32641","GER",37770,"Germany"
"32642","GER",114297,"Germany"
"32643","GER",9891,"Germany"
"32644","GER",113576,"Germany"
"32645","GER",114298,"Germany"
"32646","GER",22340,"Germany"
"32647","GER",104415,"Germany"
"32648","GER",82619,"Germany"
"32649","GER",132,"Germany"
"32650","GER",103391,"Germany"
"32651","GER",20720,"Germany"
"32652","GER",33347,"Germany"
"32653","GER",22341,"Germany"
"32654","GER",125800,"Germany"
"32655","GER",125803,"Germany"
"32656","GER",125429,"Germany"
"32657","GER",22346,"Germany"
"32658","GER",125427,"Germany"
"32659","GER",124802,"Germany"
"32660","GER",104881,"Germany"
"32661","GER",11917,"Germany"
"32662","GER",62237,"Germany"
"32663","GER",102827,"Germany"
"32664","GER",107947,"Germany"
"32665","GER",114463,"Germany"
"32666","GER",62414,"Germany"
"32667","GER",69981,"Germany"
"32668","GER",105449,"Germany"
"32669","GER",108878,"Germany"
"32670","GER",92854,"Germany"
"32671","GER",94290,"Germany"
"32672","GER",108992,"Germany"
"32673","GER",69987,"Germany"
"32674","GER",125907,"Germany"
"32675","GER",11503,"Germany"
"32676","GER",69991,"Germany"
"32677","GER",42476,"Germany"
"32678","GER",37884,"Germany"
"32679","GER",70133,"Germany"
"32680","GER",125378,"Germany"
"32681","GER",18937,"Germany"
"32682","GER",125454,"Germany"
"32683","GER",37767,"Germany"
"32684","GER",125376,"Germany"
"32685","GER",37726,"Germany"
"32686","GER",47586,"Germany"
"32687","GER",70000,"Germany"
"32688","GER",14321,"Germany"
"32689","GER",34414,"Germany"
"32690","GER",18948,"Germany"
"32691","GER",69885,"Germany"
"32692","GER",123207,"Germany"
"32693","GER",124965,"Germany"
"32694","GER",114380,"Germany"
"32695","GER",22239,"Germany"
"32696","GER",113585,"Germany"
"32697","GER",70326,"Germany"
"32698","GER",124968,"Germany"
"32699","GER",92318,"Germany"
"32700","GER",90906,"Germany"
"32701","GER",70018,"Germany"
"32702","GER",6459,"Germany"
"32703","GER",25356,"Germany"
"32704","GER",125239,"Germany"
"32705","GER",18964,"Germany"
"32706","GER",3625,"Germany"
"32707","GER",153,"Germany"
"32708","GER",37921,"Germany"
"32709","GER",69676,"Germany"
"32710","GER",115524,"Germany"
"32711","GER",12473,"Germany"
"32712","GER",42470,"Germany"
"32713","GER",82722,"Germany"
"32714","GER",61296,"Germany"
"32715","GER",70041,"Germany"
"32716","GER",47503,"Germany"
"32717","GER",70132,"Germany"
"32718","GER",47509,"Germany"
"32719","GER",18933,"Germany"
"32720","GER",114003,"Germany"
"32721","GER",70360,"Germany"
"32722","GER",125375,"Germany"
"32723","GER",37885,"Germany"
"32724","GER",146,"Germany"
"32725","GER",125256,"Germany"
"32726","GER",42602,"Germany"
"32727","GER",42604,"Germany"
"32728","GER",70054,"Germany"
"32729","GER",34342,"Germany"
"32730","GER",47931,"Germany"
"32731","GER",125381,"Germany"
"32732","GER",125383,"Germany"
"32733","GER",104384,"Germany"
"32734","GER",107208,"Germany"
"32735","GER",70200,"Germany"
"32736","GER",37789,"Germany"
"32737","GER",103815,"Germany"
"32738","GER",82631,"Germany"
"32739","GER",92577,"Germany"
"32740","GER",125392,"Germany"
"32741","GER",47942,"Germany"
"32742","GER",58413,"Germany"
"32743","GER",47789,"Germany"
"32744","GER",92581,"Germany"
"32745","GER",54041,"Germany"
"32746","GER",92582,"Germany"
"32747","GER",19022,"Germany"
"32748","GER",70226,"Germany"
"32749","GER",20700,"Germany"
"32750","GER",62641,"Germany"
"32751","GER",20699,"Germany"
"32752","GER",47799,"Germany"
"32753","GER",92591,"Germany"
"32754","GER",116927,"Germany"
"32755","GER",9964,"Germany"
"32756","GER",11477,"Germany"
"32757","GER",105601,"Germany"
"32758","GER",70471,"Germany"
"32759","GER",53969,"Germany"
"32760","GER",112076,"Germany"
"32761","GER",115147,"Germany"
"32762","GER",69995,"Germany"
"32763","GER",18988,"Germany"
"32764","GER",37886,"Germany"
"32765","GER",107579,"Germany"
"32766","GER",9860,"Germany"
"32767","GER",61412,"Germany"
"32768","GER",104414,"Germany"
"32769","GER",125420,"Germany"
"32770","GER",22337,"Germany"
"32771","GER",70432,"Germany"
"32772","GER",125422,"Germany"
"32773","GER",118178,"Germany"
"32774","GER",70433,"Germany"
"32775","GER",70267,"Germany"
"32776","GER",125805,"Germany"
"32777","GER",124799,"Germany"
"32778","GER",112406,"Germany"
"32779","GER",37707,"Germany"
"32780","GER",125804,"Germany"
"32781","GER",9872,"Germany"
"32782","GER",47836,"Germany"
"32783","GER",124800,"Germany"
"32784","GER",69750,"Germany"
"32785","GER",28513,"Germany"
"32786","GER",32084,"Germany"
"32787","GER",112883,"Germany"
"32788","GER",111167,"Germany"
"32789","GER",19079,"Germany"
"32790","GER",124806,"Germany"
"32791","GER",52305,"Germany"
"32792","GER",55855,"Germany"
"32793","GER",32090,"Germany"
"32794","GER",104322,"Germany"
"32795","GER",112070,"Germany"
"32796","GER",107956,"Germany"
"32797","GER",47469,"Germany"
"32798","GER",90585,"Germany"
"32799","GER",70046,"Germany"
"32800","GER",6750,"Germany"
"32801","GER",123985,"Germany"
"32802","GER",9925,"Germany"
"32803","GER",38051,"Germany"
"32804","GER",125257,"Germany"
"32805","GER",70135,"Germany"
"32806","GER",62107,"Germany"
"32807","GER",42557,"Germany"
"32808","GER",109445,"Germany"
"32809","GER",113575,"Germany"
"32810","GER",113574,"Germany"
"32811","GER",113578,"Germany"
"32812","GER",28542,"Germany"
"32813","GER",31759,"Germany"
"32814","GER",37731,"Germany"
"32815","GER",14506,"Germany"
"32816","GER",114378,"Germany"
"32817","GER",90903,"Germany"
"32818","GER",124971,"Germany"
"32819","GER",70324,"Germany"
"32820","GER",14510,"Germany"
"32821","GER",112451,"Germany"
"32822","GER",18959,"Germany"
"32823","GER",70016,"Germany"
"32824","GER",18960,"Germany"
"32825","GER",89904,"Germany"
"32826","GER",47601,"Germany"
"32827","GER",25358,"Germany"
"32828","GER",103326,"Germany"
"32829","GER",106380,"Germany"
"32830","GER",107404,"Germany"
"32831","GER",82602,"Germany"
"32832","GER",104249,"Germany"
"32833","GER",18970,"Germany"
"32834","GER",122625,"Germany"
"32835","GER",91816,"Germany"
"32836","GER",104478,"Germany"
"32837","GER",42472,"Germany"
"32838","GER",37720,"Germany"
"32839","GER",31239,"Germany"
"32840","GER",9886,"Germany"
"32841","GER",118168,"Germany"
"32842","GER",111934,"Germany"
"32843","GER",90703,"Germany"
"32844","GER",109441,"Germany"
"32845","GER",107090,"Germany"
"32846","GER",47757,"Germany"
"32847","GER",28581,"Germany"
"32848","GER",125259,"Germany"
"32849","GER",125740,"Germany"
"32850","GER",116002,"Germany"
"32851","GER",33192,"Germany"
"32852","GER",105837,"Germany"
"32853","GER",37779,"Germany"
"32854","GER",70369,"Germany"
"32855","GER",107786,"Germany"
"32856","GER",103353,"Germany"
"32857","GER",125385,"Germany"
"32858","GER",116481,"Germany"
"32859","GER",19007,"Germany"
"32860","GER",82632,"Germany"
"32861","GER",112365,"Germany"
"32862","GER",70067,"Germany"
"32863","GER",92580,"Germany"
"32864","GER",93486,"Germany"
"32865","GER",18891,"Germany"
"32866","GER",103588,"Germany"
"32867","GER",112953,"Germany"
"32868","GER",111584,"Germany"
"32869","GER",58417,"Germany"
"32870","GER",22309,"Germany"
"32871","GER",125901,"Germany"
"32872","GER",105070,"Germany"
"32873","GER",19024,"Germany"
"32874","GER",70230,"Germany"
"32875","GER",70408,"Germany"
"32876","GER",70084,"Germany"
"32877","GER",58297,"Germany"
"32878","GER",90583,"Germany"
"32879","GER",125250,"Germany"
"32880","GER",117174,"Germany"
"32881","GER",32096,"Germany"
"32882","GER",58338,"Germany"
"32883","GER",69837,"Germany"
"32884","GER",70185,"Germany"
"32885","GER",104187,"Germany"
"32886","GER",69839,"Germany"
"32887","GER",19047,"Germany"
"32888","GER",104413,"Germany"
"32889","GER",69959,"Germany"
"32890","GER",116396,"Germany"
"32891","GER",14765,"Germany"
"32892","GER",104416,"Germany"
"32893","GER",19056,"Germany"
"32894","GER",106898,"Germany"
"32895","GER",125421,"Germany"
"32896","GER",124798,"Germany"
"32897","GER",112407,"Germany"
"32898","GER",125423,"Germany"
"32899","GER",22345,"Germany"
"32900","GER",47562,"Germany"
"32901","GER",47560,"Germany"
"32902","GER",115359,"Germany"
"32903","GER",11921,"Germany"
"32904","GER",28510,"Germany"
"32905","GER",9871,"Germany"
"32906","GER",22349,"Germany"
"32907","GER",70447,"Germany"
"32908","GER",22348,"Germany"
"32909","GER",37710,"Germany"
"32910","GER",92849,"Germany"
"32911","GER",125322,"Germany"
"32912","GER",47692,"Germany"
"32913","GER",125815,"Germany"
"32914","GER",118195,"Germany"
"32915","GER",116064,"Germany"
"32916","GER",108880,"Germany"
"32917","GER",109548,"Germany"
"32918","GER",69992,"Germany"
"32919","GER",11503,"Germany"
"32920","GER",3574,"Germany"
"32921","GER",70358,"Germany"
"32922","GER",117297,"Germany"
"32923","GER",108996,"Germany"
"32924","GER",62703,"Germany"
"32925","GER",64104,"Germany"
"32926","GER",70307,"Germany"
"32927","GER",112310,"Germany"
"32928","GER",115733,"Germany"
"32929","GER",123205,"Germany"
"32930","GER",116077,"Germany"
"32931","GER",70314,"Germany"
"32932","GER",70318,"Germany"
"32933","GER",70317,"Germany"
"32934","GER",104788,"Germany"
"32935","GER",33158,"Germany"
"32936","GER",70321,"Germany"
"32937","GER",31762,"Germany"
"32938","GER",33162,"Germany"
"32939","GER",9901,"Germany"
"32940","GER",42456,"Germany"
"32941","GER",103778,"Germany"
"32942","GER",42575,"Germany"
"32943","GER",90905,"Germany"
"32944","GER",37732,"Germany"
"32945","GER",16726,"Germany"
"32946","GER",108675,"Germany"
"32947","GER",31770,"Germany"
"32948","GER",90913,"Germany"
"32949","GER",90912,"Germany"
"32950","GER",106825,"Germany"
"32951","GER",89908,"Germany"
"32952","GER",89907,"Germany"
"32953","GER",126228,"Germany"
"32954","GER",112462,"Germany"
"32955","GER",22266,"Germany"
"32956","GER",123599,"Germany"
"32957","GER",70345,"Germany"
"32958","GER",105824,"Germany"
"32959","GER",47901,"Germany"
"32960","GER",47906,"Germany"
"32961","GER",112077,"Germany"
"32962","GER",3634,"Germany"
"32963","GER",9928,"Germany"
"32964","GER",82615,"Germany"
"32965","GER",70525,"Germany"
"32966","GER",63235,"Germany"
"32967","GER",104143,"Germany"
"32968","GER",9936,"Germany"
"32969","GER",69806,"Germany"
"32970","GER",9935,"Germany"
"32971","GER",13305,"Germany"
"32972","GER",94230,"Germany"
"32973","GER",114299,"Germany"
"32974","GER",70059,"Germany"
"32975","GER",69811,"Germany"
"32976","GER",22288,"Germany"
"32977","GER",58403,"Germany"
"32978","GER",70381,"Germany"
"32979","GER",70206,"Germany"
"32980","GER",82630,"Germany"
"32981","GER",92578,"Germany"
"32982","GER",70558,"Germany"
"32983","GER",22302,"Germany"
"32984","GER",125391,"Germany"
"32985","GER",92576,"Germany"
"32986","GER",37966,"Germany"
"32987","GER",69819,"Germany"
"32988","GER",106069,"Germany"
"32989","GER",93485,"Germany"
"32990","GER",93483,"Germany"
"32991","GER",92588,"Germany"
"32992","GER",58418,"Germany"
"32993","GER",9960,"Germany"
"32994","GER",104734,"Germany"
"32995","GER",47952,"Germany"
"32996","GER",69947,"Germany"
"32997","GER",20701,"Germany"
"32998","GER",33678,"Germany"
"32999","GER",125906,"Germany"
"33000","GER",70415,"Germany"
"33001","GER",90698,"Germany"
"33002","GER",92857,"Germany"
"33003","GER",114000,"Germany"
"33004","GER",70249,"Germany"
"33005","GER",114002,"Germany"
"33006","GER",18906,"Germany"
"33007","GER",34822,"Germany"
"33008","GER",111935,"Germany"
"33009","GER",25301,"Germany"
"33010","GER",47821,"Germany"
"33011","GER",90190,"Germany"
"33012","GER",90189,"Germany"
"33013","GER",63599,"Germany"
"33014","GER",70260,"Germany"
"33015","GER",16513,"Germany"
"33016","GER",25310,"Germany"
"33017","GER",105094,"Germany"
