TGA,2012,participant
TRI,2012,participant
TUN,2012,participant
TUR,2012,participant
TKM,2012,participant
TUV,2012,participant
UGA,2012,participant
UKR,2012,participant
UAE,2012,participant
USA,2012,participant
URU,2012,participant
UZB,2012,participant
VAN,2012,participant
VEN,2012,participant
VIE,2012,participant
ISV,2012,participant
YEM,2012,participant
ZAM,2012,participant
ZIM,2012,participant
ARG,2008,participant
JPN,2008,participant
ROU,2008,participant
CUB,2008,participant
UKR,2008,participant
AZE,2008,participant
CAN,2008,participant
VEN,2008,participant
CHN,2008,both
THA,2008,participant
RUS,2008,participant
BUL,2008,participant
USA,2008,participant
ARM,2008,participant
KOR,2008,participant
INA,2008,participant
VIE,2008,participant
TPE,2008,participant
AFG,2008,participant
MEX,2008,participant
DOM,2008,participant
NED,2008,participant
UZB,2008,participant
AUT,2008,participant
FRA,2008,participant
LAT,2008,participant
GER,2008,participant
BRA,2008,participant
GBR,2008,participant
NOR,2008,participant
KAZ,2008,participant
SLO,2008,participant
NGR,2008,participant
GRE,2008,participant
ITA,2008,participant
KEN,2008,participant
ETH,2008,participant
TUR,2008,participant
JAM,2008,participant
TRI,2008,participant
AUS,2008,participant
ZIM,2008,participant
SRB,2008,participant
BLR,2008,participant
GEO,2008,participant
CRO,2008,participant
CZE,2008,participant
FIN,2008,participant
IND,2008,participant
NZL,2008,participant
TUN,2008,participant
HUN,2008,participant
ECU,2008,participant
MGL,2008,participant
ALG,2008,participant
PRK,2008,participant
COL,2008,participant
IRL,2008,participant
DEN,2008,participant
ESP,2008,participant
BEL,2008,participant
BAH,2008,participant
MDA,2008,participant
MRI,2008,participant
IRI,2008,participant
KGZ,2008,participant
POL,2008,participant
TJK,2008,participant
SUD,2008,participant
MAR,2008,participant
SUI,2008,participant
EGY,2008,participant
SVK,2008,participant
LTU,2008,participant
EST,2008,participant
SWE,2008,participant
ISL,2008,participant
POR,2008,participant
TOG,2008,participant
PAN,2008,participant
RSA,2008,participant
ISR,2008,participant
MAS,2008,participant
CHI,2008,participant
SIN,2008,participant
CMR,2008,participant
CHN,2004,participant
GER,2004,participant
JPN,2004,participant
FRA,2004,participant
USA,2004,participant
UKR,2004,participant
THA,2004,participant
TPE,2004,participant
CUB,2004,participant
RUS,2004,participant
GRE,2004,both
HUN,2004,participant
TUR,2004,participant
EGY,2004,participant
MEX,2004,participant
KOR,2004,participant
MGL,2004,participant
GEO,2004,participant
EST,2004,participant
NED,2004,participant
BUL,2004,participant
IRI,2004,participant
LAT,2004,participant
VEN,2004,participant
POL,2004,participant
ITA,2004,participant
ERI,2004,participant
ETH,2004,participant
POR,2004,participant
JAM,2004,participant
BLR,2004,participant
AUT,2004,participant
ZIM,2004,participant
AUS,2004,participant
RSA,2004,participant
SCG,2004,participant
CZE,2004,participant
SVK,2004,participant
MAR,2004,participant
KEN,2004,participant
ROU,2004,participant
GBR,2004,participant
BAH,2004,participant
TRI,2004,participant
ESP,2004,participant
AZE,2004,participant
CAN,2004,participant
DOM,2004,participant
ARG,2004,participant
SWE,2004,participant
BEL,2004,participant
NGR,2004,participant
CRO,2004,participant
PRK,2004,participant
UZB,2004,participant
COL,2004,participant
INA,2004,participant
KAZ,2004,participant
SLO,2004,participant
BRA,2004,participant
FIN,2004,participant
DEN,2004,participant
SYR,2004,participant
ISR,2004,participant
SUI,2004,participant
NOR,2004,participant
LTU,2004,participant
NZL,2004,participant
UAE,2004,participant
IND,2004,participant
HKG,2004,participant
CHI,2004,participant
PAR,2004,participant
CMR,2004,participant
GER,2000,participant
BEL,2000,participant
JPN,2000,participant
RUS,2000,participant
PRK,2000,participant
CUB,2000,participant
FRA,2000,participant
ESP,2000,participant
TPE,2000,participant
AUS,2000,both
GRE,2000,participant
KGZ,2000,participant
KOR,2000,participant
EST,2000,participant
IRI,2000,participant
CAN,2000,participant
CHN,2000,participant
USA,2000,participant
POL,2000,participant
UZB,2000,participant
ITA,2000,participant
GBR,2000,participant
KAZ,2000,participant
ETH,2000,participant
KEN,2000,participant
POR,2000,participant
BAR,2000,participant
TRI,2000,participant
JAM,2000,participant
ROU,2000,participant
RSA,2000,participant
SWE,2000,participant
NED,2000,participant
SVK,2000,participant
NGR,2000,participant
QAT,2000,participant
BUL,2000,participant
YUG,2000,participant
BLR,2000,participant
MDA,2000,participant
MAR,2000,participant
ALG,2000,participant
BAH,2000,participant
SRI,2000,participant
HUN,2000,participant
UKR,2000,participant
CRC,2000,participant
NOR,2000,participant
MEX,2000,participant
SUI,2000,participant
KSA,2000,participant
ARG,2000,participant
THA,2000,participant
AZE,2000,participant
INA,2000,participant
TUR,2000,participant
VIE,2000,participant
FIN,2000,participant
BRA,2000,participant
IRL,2000,participant
LAT,2000,participant
CZE,2000,participant
SLO,2000,participant
DEN,2000,participant
GEO,2000,participant
CRO,2000,participant
IND,2000,participant
COL,2000,participant
MKD,2000,participant
ARM,2000,participant
MOZ,2000,participant
AUT,2000,participant
LTU,2000,participant
NZL,2000,participant
KUW,2000,participant
CHI,2000,participant
CMR,2000,participant
ISR,2000,participant
URU,2000,participant
ISL,2000,participant
CUB,1996,participant
ESP,1996,participant
PRK,1996,participant
JPN,1996,participant
UKR,1996,participant
BUL,1996,participant
PHI,1996,participant
ARM,1996,participant
RUS,1996,participant
KOR,1996,participant
BLR,1996,participant
TUR,1996,participant
CHN,1996,participant
MGL,1996,participant
GER,1996,participant
ITA,1996,participant
BEL,1996,participant
FRA,1996,participant
AUS,1996,participant
NGR,1996,participant
TGA,1996,participant
USA,1996,both
MDA,1996,participant
MAR,1996,participant
ETH,1996,participant
KEN,1996,participant
POR,1996,participant
TRI,1996,participant
CAN,1996,participant
NAM,1996,participant
JAM,1996,participant
RSA,1996,participant
BRA,1996,participant
SWE,1996,participant
SLO,1996,participant
YUG,1996,participant
POL,1996,participant
AUT,1996,participant
ALG,1996,participant
ROU,1996,participant
GBR,1996,participant
HUN,1996,participant
IRL,1996,participant
NZL,1996,participant
CRC,1996,participant
FIN,1996,participant
MEX,1996,participant
ECU,1996,participant
KAZ,1996,participant
UGA,1996,participant
NED,1996,participant
ZAM,1996,participant
AZE,1996,participant
BAH,1996,participant
BDI,1996,participant
SVK,1996,participant
CZE,1996,participant
THA,1996,participant
ARG,1996,participant
GRE,1996,participant
TUN,1996,participant
PUR,1996,participant
UZB,1996,participant
GEO,1996,participant
IRI,1996,participant
NOR,1996,participant
MOZ,1996,participant
LTU,1996,participant
ISR,1996,participant
HKG,1996,participant
LAT,1996,participant
SUI,1996,participant
INA,1996,participant
MAS,1996,participant
CRO,1996,participant
DEN,1996,participant
SYR,1996,participant
TPE,1996,participant
IND,1996,participant
CUB,1992,participant
TUR,1992,participant
FRA,1992,participant
JPN,1992,participant
GER,1992,participant
PHI,1992,participant
BUL,1992,participant
EUN,1992,participant
PRK,1992,participant
KOR,1992,participant
ITA,1992,participant
ROU,1992,participant
CHN,1992,participant
DEN,1992,participant
NGR,1992,participant
HUN,1992,participant
USA,1992,participant
CAN,1992,participant
SWE,1992,participant
ETH,1992,participant
MAR,1992,participant
KEN,1992,participant
RSA,1992,participant
GBR,1992,participant
NAM,1992,participant
JAM,1992,participant
AUS,1992,participant
SUR,1992,participant
POL,1992,participant
BRA,1992,participant
GRE,1992,participant
IOP,1992,participant
QAT,1992,participant
ESP,1992,both
ALG,1992,participant
NZL,1992,participant
FIN,1992,participant
MGL,1992,participant
LAT,1992,participant
COL,1992,participant
EST,1992,participant
NOR,1992,participant
MEX,1992,participant
TCH,1992,participant
IRL,1992,participant
ISR,1992,participant
IRI,1992,participant
BEL,1992,participant
PUR,1992,participant
THA,1992,participant
NED,1992,participant
TPE,1992,participant
LTU,1992,participant
CRO,1992,participant
SLO,1992,participant
AUT,1992,participant
MAS,1992,participant
INA,1992,participant
ARG,1992,participant
GHA,1992,participant
PAK,1992,participant
SUI,1992,participant
PER,1992,participant
BAH,1992,participant
HUN,1988,participant
PHI,1988,participant
BUL,1988,participant
USA,1988,participant
URS,1988,participant
JPN,1988,participant
ITA,1988,participant
POL,1988,participant
CHN,1988,participant
KOR,1988,both
FRG,1988,participant
CAN,1988,participant
GDR,1988,participant
SWE,1988,participant
KEN,1988,participant
MAR,1988,participant
GBR,1988,participant
SUR,1988,participant
FRA,1988,participant
YUG,1988,participant
MEX,1988,participant
ROU,1988,participant
AUS,1988,participant
BRA,1988,participant
JAM,1988,participant
NZL,1988,participant
ESP,1988,participant
DEN,1988,participant
CRC,1988,participant
TCH,1988,participant
SEN,1988,participant
NOR,1988,participant
NED,1988,participant
COL,1988,participant
THA,1988,participant
IRI,1988,participant
GRE,1988,participant
TUR,1988,participant
MGL,1988,participant
FIN,1988,participant
PAK,1988,participant
AUT,1988,participant
BEL,1988,participant
AHO,1988,participant
SUI,1988,participant
DJI,1988,participant
POR,1988,participant
ISV,1988,participant
ARG,1988,participant
CHI,1988,participant
INA,1988,participant
PER,1988,participant
VEN,1984,participant
ZAM,1984,participant
USA,1984,both
ITA,1984,participant
KOR,1984,participant
JPN,1984,participant
FRG,1984,participant
CHN,1984,participant
GBR,1984,participant
TUR,1984,participant
CAN,1984,participant
ROU,1984,participant
YUG,1984,participant
AUS,1984,participant
FRA,1984,participant
KEN,1984,participant
JAM,1984,participant
NED,1984,participant
SWE,1984,participant
AUT,1984,participant
FIN,1984,participant
ESP,1984,participant
SUI,1984,participant
BEL,1984,participant
MEX,1984,participant
CIV,1984,participant
MAR,1984,participant
BRA,1984,participant
NGR,1984,participant
POR,1984,participant
COL,1984,participant
DOM,1984,participant
GRE,1984,participant
TPE,1984,participant
CMR,1984,participant
PUR,1984,participant
THA,1984,participant
ALG,1984,participant
NZL,1984,participant
ISL,1984,participant
SYR,1984,participant
DEN,1984,participant
NOR,1984,participant
PAK,1984,participant
IRL,1984,participant
EGY,1984,participant
PER,1984,participant
PRK,1980,participant
BUL,1980,participant
URS,1980,participant
CUB,1980,participant
ITA,1980,participant
HUN,1980,participant
ROU,1980,participant
POL,1980,participant
FRA,1980,participant
LIB,1980,participant
GDR,1980,participant
TCH,1980,participant
YUG,1980,participant
ETH,1980,participant
FIN,1980,participant
GBR,1980,participant
SWE,1980,participant
AUS,1980,participant
DEN,1980,participant
ESP,1980,participant
JAM,1980,participant
AUT,1980,participant
TAN,1980,participant
MEX,1980,participant
BRA,1980,participant
IRL,1980,participant
NED,1980,participant
GUY,1980,participant
VEN,1980,participant
MGL,1980,participant
GRE,1980,participant
UGA,1980,participant
SUI,1980,participant
BEL,1980,participant
IND,1980,participant
ZIM,1980,participant
PUR,1976,participant
THA,1976,participant
CUB,1976,participant
PRK,1976,participant
JPN,1976,participant
BUL,1976,participant
URS,1976,participant
ROU,1976,participant
IRI,1976,participant
HUN,1976,participant
POL,1976,participant
ITA,1976,participant
KOR,1976,participant
GDR,1976,participant
BER,1976,participant
USA,1976,participant
FRG,1976,participant
GBR,1976,participant
FIN,1976,participant
POR,1976,participant
TRI,1976,participant
JAM,1976,participant
CAN,1976,both
NED,1976,participant
SWE,1976,participant
FRA,1976,participant
NZL,1976,participant
BEL,1976,participant
AUS,1976,participant
DEN,1976,participant
MEX,1976,participant
ESP,1976,participant
AUT,1976,participant
YUG,1976,participant
MGL,1976,participant
VEN,1976,participant
TCH,1976,participant
SUI,1976,participant
NOR,1976,participant
BRA,1976,participant
PAK,1976,participant
GBR,1972,participant
ESP,1972,participant
HUN,1972,participant
PRK,1972,participant
IRI,1972,participant
URS,1972,participant
BUL,1972,participant
ROU,1972,participant
POL,1972,participant
FRA,1972,participant
JPN,1972,participant
USA,1972,participant
GDR,1972,participant
FRG,1972,participant
SWE,1972,participant
CUB,1972,participant
NED,1972,participant
ETH,1972,participant
FIN,1972,participant
BEL,1972,participant
JAM,1972,participant
AUS,1972,participant
CAN,1972,participant
ITA,1972,participant
TCH,1972,participant
NZL,1972,participant
KEN,1972,participant
DEN,1972,participant
UGA,1972,participant
TUN,1972,participant
AUT,1972,participant
COL,1972,participant
MEX,1972,participant
TUR,1972,participant
NIG,1972,participant
YUG,1972,participant
LIB,1972,participant
GRE,1972,participant
KOR,1972,participant
GHA,1972,participant
NGR,1972,participant
NOR,1972,participant
BRA,1972,participant
MGL,1972,participant
SUI,1972,participant
IND,1972,participant
PAK,1972,participant
ARG,1972,participant
USA,1968,participant
POL,1968,participant
VEN,1968,participant
KOR,1968,participant
MGL,1968,participant
JPN,1968,participant
TCH,1968,participant
BUL,1968,participant
URS,1968,participant
IRI,1968,participant
HUN,1968,participant
ITA,1968,participant
MEX,1968,both
BEL,1968,participant
FRG,1968,participant
TUN,1968,participant
KEN,1968,participant
ETH,1968,participant
JAM,1968,participant
GDR,1968,participant
CAN,1968,participant
YUG,1968,participant
AUS,1968,participant
FRA,1968,participant
DEN,1968,participant
NED,1968,participant
GBR,1968,participant
ROU,1968,participant
SUI,1968,participant
BRA,1968,participant
UGA,1968,participant
CUB,1968,participant
SWE,1968,participant
NZL,1968,participant
FIN,1968,participant
GRE,1968,participant
ARG,1968,participant
CMR,1968,participant
TUR,1968,participant
TPE,1968,participant
IND,1968,participant
PAK,1968,participant
AUT,1968,participant
NOR,1968,participant
USA,1964,participant
URS,1964,participant
ITA,1964,participant
POL,1964,participant
IRI,1964,participant
JPN,1964,both
KOR,1964,participant
ROU,1964,participant
BUL,1964,participant
HUN,1964,participant
SUI,1964,participant
CAN,1964,participant
EUA,1964,participant
TUR,1964,participant
AUS,1964,participant
TUN,1964,participant
CUB,1964,participant
FRA,1964,participant
NED,1964,participant
GBR,1964,participant
NZL,1964,participant
TCH,1964,participant
BEL,1964,participant
TRI,1964,participant
FIN,1964,participant
SWE,1964,participant
MEX,1964,participant
URU,1964,participant
PHI,1964,participant
IRL,1964,participant
YUG,1964,participant
GHA,1964,participant
NGR,1964,participant
KEN,1964,participant
BRA,1964,participant
DEN,1964,participant
IND,1964,participant
PAK,1964,participant
ARG,1964,participant
ETH,1964,participant
BAH,1964,participant
EGY,1960,participant
JPN,1960,participant
HUN,1960,participant
URS,1960,participant
IRI,1960,participant
TUR,1960,participant
ROU,1960,participant
USA,1960,participant
TCH,1960,participant
EUA,1960,participant
ITA,1960,both
RSA,1960,participant
AUS,1960,participant
GBR,1960,participant
NED,1960,participant
BRA,1960,participant
FRA,1960,participant
FIN,1960,participant
POL,1960,participant
AUT,1960,participant
SUI,1960,participant
MEX,1960,participant
SWE,1960,participant
BWI,1960,participant
DEN,1960,participant
NZL,1960,participant
VEN,1960,participant
BUL,1960,participant
ARG,1960,participant
GHA,1960,participant
IRQ,1960,participant
SIN,1960,participant
YUG,1960,participant
PAK,1960,participant
BEL,1960,participant
TPE,1960,participant
GRE,1960,participant
CAN,1960,participant
NOR,1960,participant
ESP,1960,participant
IND,1960,participant
ETH,1960,participant
MAR,1960,participant
POR,1960,participant
